#NAME?,Target Muscle Group 
Kettlebell Dead Clean to Horn Grip Alternating Reverse Lunge,Legs
Kettlebell Dead Clean,Legs
Kettlebell Dead Clean to Overhead Press,Front Shoulder
Clubbell Barbarian Alternating Forward Lunge,Legs
Clubbell Barbarian Forward Lunge,Legs
Macebell Barbarian Alternating Forward Lunge,Legs
Macebell Barbarian Forward Lunge,Legs
Double Dumbbell Overhead Step Up,Legs
Single Arm Dumbbell Front Rack Contralateral Step Up,Legs
Single Arm Dumbbell Front Rack Ipsilateral Step Up,Legs
Single Arm Macebell Order Contralateral Step Up,Legs
Single Arm Macebell Order Ipsilateral Step Up,Legs
Macebell Order Step Up,Legs
Macebell Order Alternating Step Up,Legs
Barbell Zercher Step Up,Legs
Barbell Zercher Alternating Step Up,Legs
Bulgarian Bag Back Rack Step Up,Legs
Bulgarian Bag Back Rack Alternating Step Up,Legs
Sandbag Back Rack Step Up,Legs
Sandbag Back Rack Alternating Step Up,Legs
Sandbag Front Rack Step Up,Legs
Sandbag Front Rack Alternating Step Up,Legs
Plate Overhead Step Up,Legs
Plate Overhead Alternating Step Up,Legs
Double Kettlebell Front Rack Alternating Step Up,Legs
Double Kettlebell Bottoms Up Front Rack Alternating Step Up,Legs
Double Kettlebell Overhead Alternating Step Up,Legs
Double Kettlebell Bottoms Up Overhead Alternating Step Up,Legs
Suspension Alternating Hawaiian Squat,Legs
Double Kettlebell Suitcase Alternating Step Up,Legs
Kettlebell Goblet Step Up,Legs
Kettlebell Goblet Alternating Step Up,Legs
Dumbbell Goblet Step Up,Legs
Dumbbell Goblet Alternating Step Up,Legs
Tire Russian Step Up,Legs
Tire Alternating Russian Step Up,Legs
Dumbbell Crush Grip Seated Good Morning,Back
Trap Bar Bottoms Up Z Press,Front Shoulder
Kettlebell Horn Grip Step Up,Legs
Kettlebell Horn Grip Alternating Step Up,Legs
Superband Assisted Reverse Nordic,Legs
Single Arm Clubbell Mill to Reverse Mill,Rear Shoulder
Single Arm Macebell Mill to Reverse Mill,Rear Shoulder
Alternating Single Arm Macebell Mill,Rear Shoulder
Single Arm Dumbbell Hang Power Clean,Legs
Alternating Single Arm Dumbbell Hang Power Clean,Legs
Double Dumbbell Suitcase Russian Step Up,Legs
Double Dumbbell Front Rack Alternating Russian Step Up,Legs
Double Kettlebell Front Rack Russian Step Up,Legs
Double Kettlebell Suitcase Russian Step Up,Legs
Single Arm Kettlebell Suitcase Contralateral Russian Step Up,Legs
Single Arm Kettlebell Suitcase Ipsilateral Russian Step Up,Legs
Single Arm Kettlebell Front Rack Contralateral Russian Step Up,Legs
Single Arm Kettlebell Front Rack Ipsilateral Russian Step Up,Legs
Double Kettlebell Overhead Russian Step Up,Legs
Single Arm Kettlebell Overhead Contralateral Russian Step Up,Legs
Single Arm Kettlebell Overhead Ipsilateral Russian Step Up,Legs
Double Kettlebell Bottoms Up Front Rack Russian Step Up,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Russian Step Up,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Russian Step Up,Legs
Double Kettlebell Bottoms Up Overhead Russian Step Up,Legs
Single Arm Kettlebell Bottoms Up Overhead Contralateral Russian Step Up,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Russian Step Up,Legs
Barbell Back Rack Russian Step Up,Legs
Barbell Front Rack Russian Step Up,Legs
Double Dumbbell Overhead Alternating Russian Step Up,Legs
Single Arm Dumbbell Overhead Contralateral Russian Step Up,Legs
Barbell Overhead Alternating Russian Step Up,Legs
Barbell Overhead Russian Step Up,Legs
Single Arm Dumbbell Suitcase Contralateral Russian Step Up,Legs
Single Arm Dumbbell Suitcase Ipsilateral Russian Step Up,Legs
Single Arm Dumbbell Overhead Ipsilateral Russian Step Up,Legs
Double Clubbell Order Russian Step Up,Legs
Double Clubbell Order Alternating Russian Step Up,Legs
Single Arm Clubbell Order Contralateral Russian Step Up,Legs
Single Arm Clubbell Order Ipsilateral Russian Step Up,Legs
Bodyweight Alternating Russian Step Up,Legs
Bodyweight Russian Step Up,Legs
Clubbell Order Russian Step Up,Legs
Clubbell Order Alternating Russian Step Up,Legs
Barbell Back Rack Alternating Russian Step Up,Legs
Barbell Front Rack Alternating Russian Step Up,Legs
Double Dumbbell Suitcase Alternating Russian Step Up,Legs
Double Dumbbell Front Rack Russian Step Up,Legs
Double Dumbbell Overhead Russian Step Up,Legs
Single Arm Dumbbell Front Rack Contralateral Russian Step Up,Legs
Single Arm Dumbbell Front Rack Ipsilateral Russian Step Up,Legs
Single Arm Macebell Order Contralateral Russian Step Up,Legs
Single Arm Macebell Order Ipsilateral Russian Step Up,Legs
Macebell Order Russian Step Up,Legs
Macebell Order Alternating Russian Step Up,Legs
Barbell Zercher Russian Step Up,Legs
Barbell Zercher Alternating Russian Step Up,Legs
Bulgarian Bag Back Rack Russian Step Up,Legs
Bulgarian Bag Back Rack Alternating Russian Step Up,Legs
Sandbag Back Rack Russian Step Up,Legs
Sandbag Back Rack Alternating Russian Step Up,Legs
Sandbag Front Rack Russian Step Up,Legs
Sandbag Front Rack Alternating Russian Step Up,Legs
Plate Overhead Russian Step Up,Legs
Plate Overhead Alternating Russian Step Up,Legs
Double Kettlebell Front Rack Alternating Russian Step Up,Legs
Double Kettlebell Bottoms Up Front Rack Alternating Russian Step Up,Legs
Double Kettlebell Overhead Alternating Russian Step Up,Legs
Double Kettlebell Bottoms Up Overhead Alternating Russian Step Up,Legs
Double Kettlebell Suitcase Alternating Russian Step Up,Legs
Kettlebell Goblet Russian Step Up,Legs
Kettlebell Goblet Alternating Russian Step Up,Legs
Dumbbell Goblet Russian Step Up,Legs
Dumbbell Goblet Alternating Russian Step Up,Legs
Kettlebell Horn Grip Russian Step Up,Legs
Kettlebell Horn Grip Alternating Russian Step Up,Legs
Miniband Hip Thrust,Legs
Heavy Sandbag Bear Hug Step Up,Legs
Heavy Sandbag Bear Hug Alternating Step Up,Legs
Heavy Sandbag Bear Hug Russian Step Up,Legs
Heavy Sandbag Bear Hug Alternating Russian Step Up,Legs
Alternating Single Arm Macebell Reverse Mill,Rear Shoulder
Ring Grip Straddle Planche,Abdominals
Single Arm Kettlebell Dead Clean to Overhead Press,Front Shoulder
Single Arm Kettlebell Dead Clean to Push Press,Front Shoulder
Single Arm Kettlebell Clean to Front Rack Ipsilateral Reverse Lunge,Legs
Single Arm Kettlebell Clean to Front Rack Ipsilateral Forward Lunge,Legs
Single Arm Kettlebell Dead Clean to Push Jerk,Front Shoulder
Double Kettlebell Dead Clean to Push Jerk,Front Shoulder
Single Arm Kettlebell Bottoms Up Dead Clean,Legs
Alternating Single Arm Kettlebell Bottoms Up Dead Clean,Legs
Single Arm Kettlebell Dead Clean to Front Rack Squat,Legs
Single Arm Kettlebell Dead Clean to Thruster,Front Shoulder
Alternating Single Arm Kettlebell Dead Clean to Thruster,Front Shoulder
Alternating Single Arm Kettlebell Dead Clean to Overhead Press,Front Shoulder
Alternating Single Arm Kettlebell Dead Clean to Push Press,Front Shoulder
Alternating Single Arm Kettlebell Dead Clean to Push Jerk,Front Shoulder
Alternating Single Arm Kettlebell Dead Clean to Front Rack Squat,Legs
Single Arm Macebell Bull Whip to Mill,Rear Shoulder
Double Kettlebell Bottoms Up Overhead Split Squat,Legs
Heavy Sandbag Bear Hug Kang Squat,Legs
Double Dumbbell Feet Elevated Renegade Row,Back
Double Dumbbell Feet Elevated Renegade Row to Push Up,Back
Double Dumbbell Suitcase Forward Lunge,Legs
Barbell Front Rack Forward Lunge,Legs
Barbell Overhead Forward Lunge,Legs
Heavy Sandbag Bear Hug Forward Lunge,Legs
Heavy Sandbag Shoulder Contralateral Forward Lunge,Legs
Barbell Back Rack Forward Lunge,Legs
Double Kettlebell Suitcase Forward Lunge,Legs
Double Kettlebell Front Rack Forward Lunge,Legs
Double Kettlebell Bottoms Up Front Rack Forward Lunge,Legs
Double Dumbbell Front Rack Forward Lunge,Legs
Double Dumbbell Overhead Forward Lunge,Legs
Single Arm Dumbbell Suitcase Contralateral Forward Lunge,Legs
Single Arm Dumbbell Front Rack Contralateral Forward Lunge,Legs
Single Arm Dumbbell Overhead Contralateral Forward Lunge,Legs
Double Kettlebell Overhead Forward Lunge,Legs
Dumbbell Goblet Forward Lunge,Legs
Clubbell Order Forward Lunge,Legs
Double Clubbell Order Forward Lunge,Legs
Single Arm Clubbell Order Contralateral Forward Lunge,Legs
Clubbell Front Flag Hold Forward Lunge,Legs
Double Clubbell Front Flag Hold Forward Lunge,Legs
Single Arm Clubbell Front Flag Hold Contralateral Forward Lunge,Legs
Macebell Order Forward Lunge,Legs
Double Kettlebell Bottoms Up Overhead Forward Lunge,Legs
Single Arm Kettlebell Suitcase Contralateral Forward Lunge,Legs
Bodyweight Forward Lunge,Legs
Bulgarian Bag Back Rack Forward Lunge,Legs
Sandbag Front Rack Forward Lunge,Legs
Plate Overhead Forward Lunge,Legs
Single Arm Kettlebell Front Rack Contralateral Forward Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Forward Lunge,Legs
Single Arm Kettlebell Overhead Contralateral Forward Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Contralateral Forward Lunge,Legs
Kettlebell Goblet Forward Lunge,Legs
Kettlebell Horn Grip Forward Lunge,Legs
Barbell Zercher Forward Lunge,Legs
Single Arm Dumbbell Suitcase Ipsilateral Forward Lunge,Legs
Single Arm Dumbbell Front Rack Ipsilateral Forward Lunge,Legs
Single Arm Dumbbell Overhead Ipsilateral Forward Lunge,Legs
Single Arm Clubbell Order Ipsilateral Forward Lunge,Legs
Single Arm Clubbell Front Flag Hold Ipsilateral Forward Lunge,Legs
Single Arm Kettlebell Suitcase Ipsilateral Forward Lunge,Legs
Single Arm Kettlebell Front Rack Ipsilateral Forward Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Forward Lunge,Legs
Single Arm Kettlebell Overhead Ipsilateral Forward Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Forward Lunge,Legs
Alternating Single Arm Dumbbell Plank Pull Through,Abdominals
Alternating Single Arm Dumbbell Feet Elevated Plank Pull Through,Abdominals
Landmine Cyclist Thruster,Legs
Single Arm Landmine Cyclist Thruster,Legs
Clubbell Swing,Legs
Macebell Half Battle Lunge,Legs
Clubbell Order Pivot Split Squat,Legs
Macebell Order Pivot Split Squat,Legs
Bodyweight Plate Assisted Hip Airplane,Legs
Macebell Battle Lunge,Legs
Single Arm Kettlebell Tactical Half Snatch,Legs
Heavy Sandbag Shoulder Ipsilateral Forward Lunge,Legs
Barbell Tall Kneeling Cuban Rotation,Rear Shoulder
Barbell Cuban Rotation,Rear Shoulder
Alternating Single Arm Landmine Tall Kneeling Shoulder Press,Front Shoulder
Barbell Feet Elevated Glute Bridge,Legs
Single Arm Kettlebell Tactical Snatch to Overhead Squat,Legs
Bodyweight Push Up to Alternating Lateral Kick Through,Chest
Double Dumbbell Single Leg Romanian Deadlift,Legs
Single Arm Dumbbell Contralateral Single Leg Romanian Deadlift,Legs
Dumbbell Crush Grip Single Leg Romanian Deadlift,Legs
Alternating Double Clubbell Pullover,Back
Barbell Tall Kneeling Bicep Curl,Biceps
Dumbbell Tall Kneeling Overhead Tricep Extension,Triceps
Clubbell Inside Circle to Shield Cast,Rear Shoulder
Alternating Single Arm Clubbell Inside Circle to Shield Cast,Rear Shoulder
Alternating Single Arm Kettlebell Snatch to Overhead Squat,Legs
Cable Prone Bench Single Leg Hamstring Curl,Legs
Double Dumbbell Tall Kneeling Cuban Rotation,Rear Shoulder
Macebell Single Leg Standing Bent Knee 360,Rear Shoulder
Single Arm Macebell Single Leg Standing Bent Knee Ipsilateral 360,Rear Shoulder
Alternating Single Arm Macebell 360 to Ballistic Curl,Rear Shoulder
Double Dumbbell Suitcase Reverse Lunge,Legs
Barbell Front Rack Reverse Lunge,Legs
Barbell Overhead Reverse Lunge,Legs
Heavy Sandbag Bear Hug Reverse Lunge,Legs
Heavy Sandbag Shoulder Contralateral Reverse Lunge,Legs
Barbell Back Rack Reverse Lunge,Legs
Double Kettlebell Suitcase Reverse Lunge,Legs
Double Kettlebell Front Rack Reverse Lunge,Legs
Double Kettlebell Bottoms Up Front Rack Reverse Lunge,Legs
Double Dumbbell Front Rack Reverse Lunge,Legs
Double Dumbbell Overhead Reverse Lunge,Legs
Single Arm Dumbbell Suitcase Contralateral Reverse Lunge,Legs
Single Arm Dumbbell Front Rack Contralateral Reverse Lunge,Legs
Single Arm Dumbbell Overhead Contralateral Reverse Lunge,Legs
Double Kettlebell Overhead Reverse Lunge,Legs
Dumbbell Goblet Reverse Lunge,Legs
Clubbell Order Reverse Lunge,Legs
Double Clubbell Order Reverse Lunge,Legs
Single Arm Clubbell Order Contralateral Reverse Lunge,Legs
Clubbell Front Flag Hold Reverse Lunge,Legs
Double Clubbell Front Flag Hold Reverse Lunge,Legs
Single Arm Clubbell Front Flag Hold Contralateral Reverse Lunge,Legs
Macebell Order Reverse Lunge,Legs
Double Kettlebell Bottoms Up Overhead Reverse Lunge,Legs
Single Arm Kettlebell Suitcase Contralateral Reverse Lunge,Legs
Bodyweight Reverse Lunge,Legs
Bulgarian Bag Back Rack Reverse Lunge,Legs
Sandbag Front Rack Reverse Lunge,Legs
Plate Overhead Reverse Lunge,Legs
Single Arm Kettlebell Front Rack Contralateral Reverse Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Reverse Lunge,Legs
Single Arm Kettlebell Overhead Contralateral Reverse Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Contralateral Reverse Lunge,Legs
Kettlebell Goblet Reverse Lunge,Legs
Kettlebell Horn Grip Reverse Lunge,Legs
Barbell Zercher Reverse Lunge,Legs
Single Arm Dumbbell Suitcase Ipsilateral Reverse Lunge,Legs
Single Arm Dumbbell Front Rack Ipsilateral Reverse Lunge,Legs
Single Arm Dumbbell Overhead Ipsilateral Reverse Lunge,Legs
Single Arm Clubbell Order Ipsilateral Reverse Lunge,Legs
Single Arm Clubbell Front Flag Hold Ipsilateral Reverse Lunge,Legs
Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge,Legs
Single Arm Kettlebell Front Rack Ipsilateral Reverse Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Reverse Lunge,Legs
Single Arm Kettlebell Overhead Ipsilateral Reverse Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Reverse Lunge,Legs
Heavy Sandbag Shoulder Ipsilateral Reverse Lunge,Legs
Single Arm Macebell Order Walking Lunge,Legs
Single Arm Macebell Order Alternating Lateral Lunge,Legs
Single Arm Macebell Order Alternating Forward Lunge,Legs
Single Arm Macebell Order Alternating Reverse Lunge,Legs
Single Arm Macebell Order Alternating Curtsy Lunge,Legs
Single Arm Macebell Order Contralateral Curtsy Lunge,Legs
Single Arm Macebell Order Ipsilateral Curtsy Lunge,Legs
Single Arm Macebell Order Contralateral Forward Lunge,Legs
Single Arm Macebell Order Ipsilateral Forward Lunge,Legs
Single Arm Macebell Order Contralateral Reverse Lunge,Legs
Single Arm Macebell Order Ipsilateral Reverse Lunge,Legs
Single Arm Cable Incline Bench Preacher Curl,Biceps
Double Kettlebell Seesaw Bent Over Row,Back
Double Dumbbell Seesaw Bent Over Row,Back
Barbell Spider Curl,Biceps
Slider Kettlebell Horn Grip Reverse Lunge,Legs
Superband Good Morning,Back
Trap Bar Feet Elevated Calf Raise,Legs
Superband Prone Single Leg Hamstring Curl,Legs
Superband Prone Bench Single Leg Hamstring Curl,Legs
Barbell Seated Cuban Rotation,Rear Shoulder
Cable Rope Pullover,Back
Kettlebell Close Grip Push Up,Triceps
Kettlebell Kneeling Close Grip Push Up,Triceps
Kettlebell Feet Elevated Close Grip Push Up,Triceps
Barbell Close Grip Incline Push Up,Triceps
Kettlebell Goblet March,Abdominals
Dumbbell Goblet March,Abdominals
Dumbbell Crush Grip Overhead March,Abdominals
Cable Pallof Press,Abdominals
Single Ring Pallof Press,Abdominals
Kettlebell Low Hold Foot Elevated Cossack Squat,Legs
Barbell Seated Overhead Tricep Extension,Triceps
Barbell Standing Overhead Tricep Extension,Triceps
Barbell Tall Kneeling Overhead Tricep Extension,Triceps
Miniband Thigh Kneeling Side Plank Hip Abduction,Legs
Bodyweight Crunch,Abdominals
Bodyweight Reverse Crunch,Abdominals
Bodyweight Dips,Triceps
Single Arm Dumbbell Incline Bench Powell Raise,Rear Shoulder
